ACT composite score,SAT total score,parental level of education,parental income,high school gpa,college gpa,years to graduate
27,2012,some college,49559,3.8,3.6,4
30,2104,associate's degree,76341,3.9,3.4,4
31,2133,master's degree,70935,4,3.3,5
29,2016,associate's degree,59532,3.9,3.6,6
29,1982,master's degree,86613,3.9,3.5,4
31,2205,some college,66403,4,3.2,5
30,2178,high school,64196,4,3.4,6
34,2156,high school,61014,4,3.4,6
28,1984,some college,65647,3.7,3.4,6
29,2117,bachelor's degree,88577,4,3.4,4
31,2129,high school,67030,4,3.5,4
29,2045,bachelor's degree,55654,3.7,3.3,6
28,1898,master's degree,97391,3.7,3.4,4
26,2000,bachelor's degree,54546,3.7,3.1,5
29,2019,high school,50611,3.9,3.2,5
30,2110,bachelor's degree,83779,4,3.5,4
27,1866,some high school,43485,3.4,3.2,7
31,2193,associate's degree,80305,4,3.4,5
27,2007,bachelor's degree,87545,3.9,3.8,3
29,1970,associate's degree,87557,3.7,3.5,7
29,2071,some college,67483,3.9,3.5,4
30,2182,master's degree,92258,4,3.8,3
29,2102,bachelor's degree,69857,4,3.7,3
29,2019,bachelor's degree,82683,3.9,3.4,5
28,1932,bachelor's degree,95250,3.7,3.5,4
31,2126,master's degree,124754,4,3.6,4
30,2041,master's degree,72454,3.8,3.3,4
30,1964,some high school,58279,3.8,3.5,4
29,2020,high school,60214,3.6,3.5,4
30,2074,some high school,41812,3.9,3.6,7
26,1876,some college,77155,3.5,3.3,6
29,2068,bachelor's degree,80522,3.9,3.4,4
29,2025,master's degree,116120,3.8,3.6,4
30,1949,some high school,65438,3.9,3.7,3
29,2005,some college,43655,3.8,3.2,5
29,2000,some college,44734,3.8,3.1,5
25,1785,high school,50191,3.2,3.4,3
31,2146,bachelor's degree,68779,4,3.2,6
29,2140,master's degree,109587,4,3.4,5
27,1802,some high school,39272,3.4,3.1,5
26,1843,high school,73717,3.3,3.2,6
29,2038,some high school,36845,3.9,3.3,5
32,2160,some college,60850,4,3.5,6
33,2245,high school,49030,4,3.5,5
28,1958,associate's degree,96005,3.7,3.8,4
32,2241,master's degree,105063,4,3.7,4
24,1746,some high school,70361,3.1,3.5,6
34,2250,high school,39557,4,3.4,6
28,1878,high school,50267,3.5,3.4,4
29,1983,high school,64844,3.8,3.5,6
32,2208,some college,84227,4,3.4,5
33,2255,associate's degree,60059,4,3.5,7
31,2175,high school,65041,4,3.5,6
25,1779,some college,51404,3.2,2.9,7
30,2143,bachelor's degree,39758,4,3,6
30,2085,some high school,56643,3.8,3.4,4
29,1953,some high school,42934,3.6,3,7
26,1982,some college,60036,3.6,3.5,3
28,1954,high school,31990,3.5,3.3,5
28,1890,high school,87218,3.5,3.5,5
32,2226,high school,72369,4,3.8,5
30,2071,some high school,33129,4,3.2,8
28,2093,some college,59242,3.8,3.3,7
29,1916,associate's degree,72439,3.6,3,6
32,2180,bachelor's degree,85048,4,3.4,8
31,2046,associate's degree,64612,4,3.4,6
24,1862,some college,48317,3.4,2.9,6
31,2188,bachelor's degree,67083,4,3.4,7
28,2063,associate's degree,73431,3.8,3.6,3
28,2060,associate's degree,93207,3.9,3.5,4
26,1873,associate's degree,70329,3.4,3.3,4
30,2047,bachelor's degree,74427,3.9,3.7,5
26,1743,some high school,59708,3.2,3.1,5
32,2199,associate's degree,81266,4,3.5,4
32,2136,some college,66958,4,3.8,4
33,2291,master's degree,79269,4,3.8,3
33,2202,some college,53958,4,3.5,6
28,1966,some high school,40712,3.7,2.9,6
27,1877,some college,51083,3.6,3.1,4
27,1982,some high school,20972,3.7,3.1,7
32,2172,associate's degree,61581,4,3.3,6
28,1971,bachelor's degree,67958,3.6,3.2,4
25,1822,some high school,33767,3.4,3.4,4
26,1947,some college,85664,3.4,3.3,4
29,1959,some high school,71271,3.7,3.3,9
25,1785,some college,38130,3.3,2.9,6
28,1930,high school,70355,3.5,3.2,5
29,1940,high school,70006,3.7,3.4,6
27,1921,master's degree,93537,3.6,3.5,5
29,2081,some college,85480,3.8,3.4,7
28,1905,some high school,33207,3.6,3.5,4
29,2119,associate's degree,66424,4,3.1,5
27,1975,some college,56917,3.7,3.2,4
26,1773,some college,75258,3.3,3.3,6
30,2034,master's degree,102473,3.9,3.9,3
28,1972,some college,66579,3.7,3.4,4
34,2190,high school,29177,4,3.5,5
24,1743,high school,60373,3.1,3.2,4
28,2022,some college,40748,3.9,3.3,5
29,2021,some college,50856,3.8,3.2,4
34,2208,associate's degree,79867,4,3.6,7
24,1791,some high school,77256,3.2,3.3,5
29,2008,some college,39715,3.7,3.2,8
22,1761,some college,61314,3.1,3.4,3
24,1830,some high school,46240,3.2,3,5
31,2203,bachelor's degree,72815,4,3.6,5
31,2208,bachelor's degree,87476,4,3.8,3
24,1788,some college,65020,3.2,2.8,5
26,1919,some high school,47659,3.5,3.2,5
27,1901,high school,68965,3.4,3.4,6
29,1976,master's degree,80704,3.8,3.5,6
32,2200,master's degree,63749,4,3.7,4
29,2086,some college,43306,3.9,2.9,6
32,2175,some college,46414,4,3.7,6
32,2215,associate's degree,67111,4,3.5,4
31,2216,master's degree,92909,4,3.6,6
28,1925,associate's degree,54610,3.6,3.4,7
32,2125,high school,45295,4,3.7,4
25,1759,some college,58302,3.2,3.1,4
24,1769,some college,60050,3.3,3.2,5
29,2112,master's degree,76423,4,3.4,4
29,1938,some high school,57029,3.7,3.5,3
29,1894,high school,75795,3.8,3.7,4
33,2144,some college,85546,4,3.3,5
33,2241,master's degree,85746,4,3.5,4
26,1978,high school,63558,3.5,3.6,3
31,2023,some college,80341,4,3.6,4
30,2098,bachelor's degree,83418,4,3.7,3
29,2036,bachelor's degree,72194,3.9,3.3,4
29,1918,some college,65425,3.6,3.5,3
26,1875,high school,54176,3.3,3.5,3
30,2029,some college,61479,3.8,3.3,4
27,1875,associate's degree,57970,3.5,3.4,5
22,1630,some high school,22638,2.9,2.9,5
31,2251,bachelor's degree,83700,4,3.8,4
28,1956,high school,51888,3.7,3.4,4
33,2128,master's degree,69027,4,3.7,3
29,1951,some college,81130,3.7,3.7,3
29,1973,associate's degree,88820,3.7,3,8
30,2071,some high school,34768,4,3.6,8
32,2266,bachelor's degree,67857,4,3.6,5
27,1946,associate's degree,46346,3.7,3.2,6
26,1842,high school,34415,3.5,3.5,8
26,1909,high school,31143,3.5,3.4,6
27,1913,associate's degree,88183,3.6,3.6,3
34,2236,associate's degree,79640,4,3.6,4
25,1810,bachelor's degree,75553,3.3,3.4,4
30,2007,some high school,40982,3.8,3.2,7
30,2068,high school,72278,3.9,3.4,4
30,2134,associate's degree,76331,4,3.3,5
29,2118,some college,67978,3.9,3.5,5
27,1976,master's degree,71858,3.8,3.3,4
29,1886,some high school,78724,3.7,3.5,8
25,1862,bachelor's degree,72765,3.5,3.3,5
25,1954,master's degree,64548,3.7,3.4,5
28,2123,master's degree,98629,4,3.6,6
32,2050,high school,53298,4,3.3,4
28,2090,high school,63703,3.8,3.5,6
27,1861,high school,59261,3.4,3.2,4
26,1895,associate's degree,43451,3.3,3.4,4
27,1993,some college,79407,3.8,3.4,8
28,1934,master's degree,65051,3.6,3.2,6
30,2056,some high school,46154,3.8,3.2,5
27,1803,some college,111444,3.4,3.4,4
30,2053,associate's degree,64278,3.9,3.7,4
27,1886,high school,66536,3.5,3.5,4
31,2095,some college,61962,4,3.4,4
28,1897,some college,71333,3.6,3.4,4
26,1929,some high school,60514,3.6,3.6,3
28,2005,associate's degree,50602,3.7,3.1,6
27,1933,some college,56810,3.5,3.1,4
28,1826,associate's degree,61102,3.7,3.2,5
26,1712,high school,68795,3.1,2.8,5
25,1882,some high school,43597,3.4,3.2,7
26,1786,high school,85144,3.3,3.6,4
28,1956,some high school,41229,3.5,3.3,5
27,1907,high school,64724,3.6,3.6,3
29,1952,high school,23924,3.6,3,6
24,1799,some high school,79805,3.2,3.2,4
31,2159,associate's degree,79443,4,3.6,5
32,2108,some high school,44654,4,3.3,5
27,1743,some high school,40295,3.2,3.4,7
27,1938,some high school,42369,3.7,3.5,4
28,2109,bachelor's degree,67714,4,3.2,5
26,1843,associate's degree,60687,3.3,3.5,3
30,2001,some college,55658,3.8,3.3,4
29,1965,some college,94285,3.8,3.7,4
28,2079,associate's degree,61929,4,3.4,4
24,1810,high school,49423,3.2,3.2,6
27,1814,associate's degree,67332,3.4,3,5
28,1861,high school,19772,3.4,3.3,6
26,1943,some college,74625,3.7,3.1,5
25,1888,some high school,41221,3.3,2.9,7
31,2143,some college,55639,4,3.6,3
29,1929,high school,79383,3.7,3.6,4
23,1773,some college,101267,3.1,3.3,4
34,2223,associate's degree,80273,4,3.5,5
28,1926,some high school,49149,3.7,3,9
29,2077,high school,56705,3.9,3.2,5
30,2067,high school,49750,3.9,3.4,5
25,1767,some high school,48332,3.2,3.1,5
30,2029,master's degree,95165,3.8,3.8,3
25,1810,associate's degree,74376,3.2,3.2,6
29,2035,high school,90617,3.8,3.6,4
28,2012,high school,43514,3.7,3.2,7
27,1963,associate's degree,87375,3.5,3.4,6
34,2360,bachelor's degree,103962,4,3.8,8
28,2018,some high school,75668,3.7,3.6,5
33,2216,high school,56740,4,3.4,5
31,2007,associate's degree,84997,3.8,3.4,4
28,2012,some college,59065,3.8,3.1,5
26,1864,high school,47230,3.4,3.1,6
26,1993,associate's degree,109996,3.6,3.7,3
32,2146,high school,61692,4,3.3,6
32,2234,master's degree,92852,4,4,6
33,2190,high school,62806,4,3.6,4
28,2035,high school,50619,3.8,3.2,5
31,2055,high school,58367,3.9,3.4,6
24,1724,some high school,72130,3,3.3,4
27,1918,some college,88257,3.6,3.4,4
29,2080,associate's degree,78606,3.8,3.4,4
28,1999,some college,39218,3.7,3.1,6
26,1915,some college,45304,3.4,3,5
30,2158,bachelor's degree,81685,4,3.4,4
24,1771,high school,65990,3.3,3.4,4
28,1983,bachelor's degree,112595,3.6,3.5,6
24,1681,some high school,26089,3.1,2.9,5
30,2019,associate's degree,91924,3.8,3.3,5
29,1902,some high school,41468,3.7,3.3,5
28,2007,associate's degree,43904,3.8,3.3,5
30,1969,associate's degree,95476,3.9,3.5,6
32,2173,some college,90423,4,3.7,4
28,2004,some high school,31096,3.8,3.2,5
31,2068,some high school,45723,4,3.4,6
29,1845,high school,31443,3.5,3.3,4
27,1757,some college,52629,3.3,3.1,6
29,2030,some college,67481,3.9,3.3,5
28,1999,some high school,59073,3.8,3.6,3
27,2049,some high school,30766,3.8,3.2,7
28,1940,master's degree,84163,3.8,3.6,5
29,1990,associate's degree,63496,3.7,3.6,3
29,1980,some college,63194,3.8,3.5,4
30,2136,some high school,40917,4,3.7,7
30,2041,associate's degree,79089,3.9,3.5,4
28,2006,high school,76679,3.8,3.5,4
26,1910,some college,88035,3.6,3.7,3
27,1872,associate's degree,54144,3.3,3.2,5
35,2286,bachelor's degree,86785,4,3.4,6
32,2012,some college,68918,4,3.4,7
24,1857,some college,73252,3.3,3.3,4
23,1750,some high school,58373,2.9,2.7,5
30,2028,some college,59828,4,3.5,4
27,1915,some college,89292,3.4,3.7,3
28,1943,some high school,43084,3.8,3.2,7
28,1875,some high school,64476,3.5,3.3,6
29,2009,high school,58800,3.9,3.4,5
25,1715,some college,37784,3.2,3.2,4
31,2159,master's degree,123196,4,4,4
24,1860,some high school,67002,3.3,3.2,4
33,2129,bachelor's degree,78154,4,3.4,5
25,1852,high school,64599,3.4,3.5,5
23,1698,high school,39686,3,2.9,6
30,1969,high school,83285,3.7,3.4,5
29,2155,master's degree,106988,4,3.3,5
31,2125,high school,70323,3.9,3.4,5
28,1950,associate's degree,67624,3.7,3.5,4
29,2040,associate's degree,82296,3.8,3.8,3
29,2021,associate's degree,50542,3.7,2.8,7
28,1904,high school,48768,3.6,3.1,9
28,2017,bachelor's degree,89463,3.8,3.4,4
26,1763,some high school,30798,3.2,2.9,8
27,1881,some college,76182,3.5,3.4,7
29,1841,high school,64633,3.4,3.4,4
29,1958,associate's degree,85598,3.7,3.8,3
24,1821,some high school,50453,3.4,3.2,5
28,1999,associate's degree,94686,3.8,3.8,5
23,1792,bachelor's degree,87299,3.2,3.3,4
26,1907,high school,46089,3.6,3.1,7
28,1903,some high school,62567,3.5,3.2,6
29,2099,bachelor's degree,81119,3.9,3.3,6
26,1854,associate's degree,68670,3.5,3,5
29,1998,high school,54652,3.8,3.3,4
28,2114,some college,60985,3.9,3.6,3
29,2101,high school,56587,3.9,3.3,6
28,2006,bachelor's degree,50432,3.8,3.4,5
23,1757,some college,44961,3.3,3.2,5
27,1936,some high school,47860,3.6,3.3,6
32,2134,master's degree,94409,4,3.8,3
24,1761,some high school,67358,3.1,3.3,4
26,1844,high school,58180,3.4,3.3,4
30,2085,high school,45107,3.9,3.3,5
29,1991,high school,44258,3.8,3.6,4
33,2209,some college,74460,4,3.4,5
28,2006,high school,72982,3.8,3.3,4
30,2089,associate's degree,69484,3.9,3.3,4
26,1933,some college,49072,3.5,3.2,5
24,1648,some high school,63876,3,3,4
30,2030,master's degree,104063,3.9,3.6,4
30,2096,master's degree,86132,4,3,6
27,2038,bachelor's degree,73097,3.8,3.3,5
29,2012,high school,81575,3.6,3.3,5
29,2041,bachelor's degree,64792,4,3.3,4
27,1845,some high school,51813,3.6,3.2,4
29,2008,some college,62224,3.7,3.2,4
25,1832,some high school,51100,3.3,3.2,4
29,1885,high school,32209,3.4,2.9,6
29,2038,bachelor's degree,70837,3.8,3.2,6
31,2194,some college,46573,4,3.7,8
27,1950,associate's degree,56664,3.5,3.2,5
26,1880,some college,61596,3.5,2.9,8
32,2007,high school,74756,3.9,3.4,4
26,1906,some high school,42099,3.7,3.2,5
32,2171,some college,77476,4,3.6,4
31,2180,associate's degree,67558,4,3.4,8
29,2025,some college,61411,3.8,3.4,5
29,2049,some college,88982,3.8,3.5,4
26,1926,some high school,27152,3.4,3.1,5
32,2092,some high school,42847,4,3.4,6
29,2037,associate's degree,93370,3.9,3.4,4
25,1874,some college,40614,3.3,3.2,5
29,2103,master's degree,92242,4,3.5,4
27,1968,some college,73176,3.7,3.4,4
30,2110,high school,55317,4,3.6,3
26,1710,associate's degree,70827,3.2,3.1,5
32,2158,master's degree,106533,4,3.2,5
32,2097,high school,60834,4,3.5,4
27,1886,some college,73562,3.6,3.6,7
25,1772,high school,39428,3.1,3.1,9
23,1798,associate's degree,84856,3.2,3.6,4
30,2162,bachelor's degree,93970,4,3.8,3
30,2093,associate's degree,57418,3.9,3.3,4
27,2033,associate's degree,70418,3.9,3.5,4
28,2021,some college,82993,3.8,3.1,5
28,2018,master's degree,78930,3.6,3.3,7
31,2185,bachelor's degree,93043,4,3.4,5
28,1996,master's degree,86441,3.5,3.6,3
28,1931,bachelor's degree,84252,3.6,3.3,4
31,2155,some college,56422,4,3.7,6
26,1823,some college,23324,3.4,2.8,8
33,2307,master's degree,114976,4,3.8,4
32,2197,master's degree,81892,4,3.7,3
27,1937,some college,73709,3.6,3.4,4
27,1936,high school,60745,3.6,2.9,6
24,1908,high school,47043,3.4,3,9
28,1960,high school,53030,3.7,3.4,4
31,2104,associate's degree,81559,3.8,3.3,6
28,1927,some high school,58148,3.7,3.5,5
28,2060,associate's degree,81854,3.9,3.4,6
24,1661,high school,77660,3,3.2,4
27,1806,some college,61760,3.4,3.3,4
29,1947,some high school,65673,3.7,3.3,4
27,1855,high school,61686,3.3,3.4,4
28,1913,some high school,54482,3.6,3,5
28,1964,associate's degree,78815,3.6,3.6,6
32,2250,some high school,45173,4,3.2,6
27,1921,some college,66595,3.6,3.4,7
31,2101,associate's degree,58826,3.9,3.6,3
30,2012,associate's degree,72443,3.8,3.4,4
31,2134,master's degree,111174,3.9,3.3,6
28,1889,some college,86890,3.5,3.4,4
27,1987,bachelor's degree,90112,3.6,3.3,5
31,2258,associate's degree,52993,4,3.4,7
28,2000,some college,73524,3.7,3.4,6
31,2115,high school,50478,4,3.6,4
32,2155,some college,79385,4,3.3,5
32,2133,associate's degree,62385,4,3.7,3
26,1894,high school,49058,3.5,3.5,4
28,2033,high school,68280,3.7,3.6,3
31,2194,some college,71543,4,3.4,5
27,1943,bachelor's degree,84457,3.6,3.5,4
27,1868,some high school,47993,3.5,3.5,4
27,1996,some college,80238,3.7,3.4,4
28,2019,some college,66990,3.7,3,7
30,2142,some college,111890,4,3.4,5
24,1685,some college,58896,3.1,3.3,3
24,1776,high school,72111,3.1,3,6
28,1877,some high school,36025,3.6,3,7
22,1726,bachelor's degree,69172,3.1,3.1,4
30,2212,bachelor's degree,87660,4,3.8,4
24,1735,high school,66143,3.1,3.2,6
27,1886,high school,67379,3.5,3.2,7
30,2167,master's degree,83338,4,3.4,5
29,2038,some college,56290,3.9,3.3,6
24,1752,some high school,50300,3.3,3.3,4
30,2182,bachelor's degree,70005,4,3.4,7
25,1900,some high school,68875,3.3,3.2,4
30,1968,some high school,39513,3.8,3.3,6
26,1883,high school,50855,3.6,3.2,6
31,2101,bachelor's degree,84247,4,3.5,4
32,2154,some college,56950,4,3.3,6
31,2105,some college,82067,4,3.7,3
28,1926,associate's degree,59133,3.7,3.2,6
24,1781,high school,52897,3.2,3.1,6
27,1933,some college,46799,3.6,3.1,6
26,1786,some high school,65596,3.4,3.3,4
27,2016,some college,45618,3.7,3.1,5
32,2110,some high school,77244,4,3.3,6
30,2139,some college,57797,4,3.4,4
28,1907,bachelor's degree,84432,3.6,3.3,4
28,1943,some college,56367,3.7,3.3,5
28,2080,some college,41254,3.8,3.2,6
31,2250,some high school,44070,4,3.4,5
27,1945,associate's degree,75619,3.7,3.1,5
26,1967,some college,59447,3.7,3.2,4
20,1582,some high school,50419,2.7,3.2,3
27,1880,some college,52379,3.5,3.3,6
28,1839,associate's degree,26175,3.5,2.9,6
23,1786,some high school,45271,3.2,3.2,6
29,2057,master's degree,97972,3.9,3.7,5
28,1953,bachelor's degree,98264,3.7,3.6,3
27,1974,some high school,17063,3.7,3.1,6
31,2105,master's degree,75939,4,3.3,5
21,1701,bachelor's degree,87112,3,2.9,10
24,1800,high school,55986,3.1,3,4
30,2011,associate's degree,84376,3.8,3.4,4
28,1942,some college,71545,3.6,3.6,6
26,1862,bachelor's degree,53718,3.5,3.4,3
32,2131,some college,68525,4,3.5,6
26,1929,some college,74536,3.5,3.5,5
29,2218,some college,70751,4,3.5,4
27,1846,some high school,56206,3.4,3.6,3
31,2060,high school,61720,3.9,3.4,5
28,2051,some college,56670,3.9,3.5,5
28,2020,some college,78965,3.7,3.6,4
27,1996,some college,40744,3.8,3,6
26,1917,some high school,29749,3.6,3,5
30,2043,associate's degree,69424,3.8,3.7,7
28,1973,high school,63663,3.7,3.7,3
32,2066,some high school,24782,3.9,3.4,5
26,1880,some college,56994,3.5,3,7
31,2114,master's degree,88317,4,3.5,4
27,1892,some high school,29839,3.5,3.4,4
29,2005,master's degree,80525,3.6,3.4,7
32,2120,some high school,29642,4,3.2,6
27,1953,some college,72381,3.8,3.4,4
25,1863,some college,75267,3.4,3.4,4
31,2108,some high school,48752,4,3.1,8
29,2020,associate's degree,96114,3.8,3.8,4
28,1843,high school,48491,3.3,2.9,6
28,2081,associate's degree,86966,3.9,3.5,7
29,2003,associate's degree,75766,3.8,3.2,5
29,2001,bachelor's degree,76801,3.7,2.9,7
29,2020,some high school,59218,3.8,3.4,4
29,1889,high school,72710,3.7,3.2,5
30,2046,some college,58722,3.9,3.5,4
23,1702,high school,80420,3,3.5,4
28,1957,high school,57165,3.7,3.4,8
33,2245,associate's degree,83939,4,3.7,6
33,2137,bachelor's degree,67534,4,3.4,5
30,1969,some high school,53572,3.6,3.4,4
29,1959,high school,47878,3.6,3.3,5
33,2292,associate's degree,73605,4,3.6,5
28,1964,some college,61863,3.7,3.4,8
29,2089,some college,55675,3.8,3.4,4
23,1612,some college,47056,2.7,2.9,7
27,1945,bachelor's degree,97586,3.7,3.3,4
28,1925,associate's degree,83679,3.7,3.6,4
31,2092,associate's degree,73901,3.9,3.4,5
25,1868,high school,75832,3.4,3.3,6
28,1962,associate's degree,69838,3.7,3.4,4
31,2152,associate's degree,69109,4,3.6,4
32,2171,master's degree,87836,4,3.8,5
29,2014,associate's degree,57200,3.7,3.6,5
29,2118,some college,55843,3.9,3.1,6
30,2073,master's degree,103385,3.9,3.6,7
25,1794,associate's degree,73613,3.2,3.1,5
32,2172,some college,62626,4,3.3,5
27,1994,some college,32620,3.6,3,6
31,2158,associate's degree,78319,4,3.5,4
32,2222,associate's degree,60153,4,3.4,4
29,2110,bachelor's degree,91311,3.8,3.7,3
21,1649,some high school,42275,2.9,3.3,5
30,2074,high school,62159,4,3.4,6
30,2085,associate's degree,95950,3.9,3.9,4
31,2078,master's degree,53779,3.9,3.6,6
24,1849,bachelor's degree,82220,3.3,3.5,4
27,1866,some high school,53030,3.4,3.4,5
31,2137,some high school,47840,4,3.6,6
25,1828,associate's degree,65012,3.3,3.1,5
29,2001,bachelor's degree,84243,3.8,3.4,4
24,1773,bachelor's degree,92235,3.3,3.1,5
32,2231,bachelor's degree,101701,4,3.3,5
33,2157,high school,58831,4,3.6,6
23,1872,associate's degree,65250,3.3,2.8,5
28,1828,high school,34376,3.7,3.5,5
24,1792,some college,81217,3.2,3.3,5
30,2082,associate's degree,66336,4,3,5
30,1994,master's degree,78174,3.9,3.7,3
33,2133,bachelor's degree,88740,4,3.7,4
28,1942,associate's degree,55195,3.7,3.2,5
