gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
female,group C,associate's degree,standard,completed,60,77,78
male,group B,high school,free/reduced,none,63,66,62
female,group C,some high school,standard,completed,51,61,68
female,group E,some college,free/reduced,completed,67,85,81
female,group C,high school,standard,none,72,80,78
male,group E,some college,standard,none,91,100,91
male,group D,some college,free/reduced,none,59,63,58
female,group E,some college,free/reduced,completed,88,98,99
male,group C,associate's degree,free/reduced,none,79,79,76
male,group D,master's degree,free/reduced,completed,60,60,61
female,group C,associate's degree,standard,none,57,73,68
male,group C,bachelor's degree,free/reduced,none,41,52,46
male,group D,some high school,free/reduced,none,45,49,44
female,group B,associate's degree,standard,completed,94,100,100
male,group C,some high school,free/reduced,none,39,21,22
female,group D,high school,standard,completed,86,94,99
male,group B,high school,free/reduced,none,47,51,42
male,group D,associate's degree,free/reduced,completed,60,63,61
female,group C,bachelor's degree,standard,none,52,64,71
male,group D,some high school,standard,none,59,63,61
female,group D,bachelor's degree,standard,completed,93,93,100
male,group D,some high school,standard,completed,69,60,58
male,group C,some college,standard,completed,90,93,92
female,group C,some college,standard,none,81,86,89
female,group B,high school,standard,completed,76,81,76
female,group C,bachelor's degree,standard,none,79,88,89
female,group E,high school,standard,none,67,66,70
female,group D,associate's degree,standard,completed,74,85,90
female,group D,some college,standard,completed,62,83,84
male,group E,associate's degree,free/reduced,completed,73,74,73
female,group C,high school,free/reduced,completed,64,78,80
female,group D,high school,standard,none,46,62,55
male,group D,some college,standard,completed,70,57,63
male,group A,bachelor's degree,free/reduced,none,58,58,55
male,group D,high school,standard,none,98,86,80
female,group C,master's degree,standard,completed,95,94,99
female,group A,some college,free/reduced,none,34,47,46
male,group C,high school,standard,completed,75,80,76
female,group C,associate's degree,standard,none,53,61,60
male,group C,associate's degree,standard,none,67,61,58
male,group A,some college,free/reduced,none,48,53,46
male,group C,some high school,free/reduced,none,65,65,61
male,group B,high school,standard,completed,67,60,56
female,group E,high school,standard,none,62,63,62
female,group C,some high school,standard,none,52,65,62
female,group D,some high school,free/reduced,completed,66,69,77
female,group D,some college,standard,completed,89,89,90
female,group A,some college,standard,none,54,58,58
male,group D,some college,standard,none,69,66,66
male,group B,associate's degree,standard,none,79,68,64
male,group B,some high school,free/reduced,completed,48,52,51
male,group B,master's degree,standard,none,85,87,77
female,group C,some high school,standard,completed,79,92,93
female,group C,high school,standard,completed,75,82,84
female,group B,some college,standard,completed,68,73,71
male,group C,bachelor's degree,standard,completed,67,77,77
male,group B,high school,standard,none,80,76,78
female,group D,master's degree,standard,none,68,67,72
female,group C,some college,free/reduced,none,50,61,52
female,group C,associate's degree,free/reduced,none,68,96,89
female,group D,some high school,standard,completed,59,76,72
male,group B,some college,standard,none,63,67,62
male,group E,associate's degree,standard,completed,75,75,77
male,group B,associate's degree,standard,none,67,66,63
male,group A,high school,standard,none,85,88,84
male,group C,some high school,standard,completed,75,79,72
male,group E,some college,free/reduced,none,62,46,41
female,group C,bachelor's degree,free/reduced,completed,63,72,80
male,group C,some high school,free/reduced,none,31,27,24
female,group C,associate's degree,standard,none,61,66,62
female,group E,bachelor's degree,standard,none,65,61,60
male,group A,master's degree,standard,completed,80,77,72
female,group B,bachelor's degree,free/reduced,none,64,88,90
male,group D,some college,free/reduced,none,66,56,63
male,group D,some college,standard,none,85,86,77
female,group E,associate's degree,standard,none,68,78,76
female,group E,master's degree,standard,none,81,83,82
male,group C,high school,standard,completed,60,61,64
female,group E,some college,standard,none,65,74,68
male,group C,associate's degree,free/reduced,completed,50,48,45
male,group A,high school,standard,completed,68,79,75
female,group C,some college,free/reduced,completed,61,73,70
female,group B,associate's degree,free/reduced,none,70,82,80
female,group D,bachelor's degree,free/reduced,none,71,85,83
female,group C,associate's degree,standard,none,75,80,83
female,group D,some college,free/reduced,none,38,51,52
male,group E,some high school,standard,none,84,73,65
female,group B,high school,standard,completed,82,96,99
male,group C,some high school,standard,none,79,82,70
female,group C,associate's degree,free/reduced,none,69,84,75
female,group C,associate's degree,standard,completed,69,89,86
male,group E,high school,free/reduced,none,70,70,63
female,group B,high school,free/reduced,none,41,51,49
female,group C,some college,standard,none,33,48,44
female,group D,some high school,standard,none,74,78,84
female,group C,associate's degree,free/reduced,none,53,59,56
male,group D,master's degree,standard,none,81,89,87
female,group C,high school,standard,completed,82,89,89
female,group B,master's degree,free/reduced,none,58,69,69
female,group C,master's degree,standard,none,64,73,73
male,group B,associate's degree,standard,completed,74,75,75
female,group B,some college,standard,none,72,75,72
female,group C,associate's degree,standard,none,39,55,54
female,group E,high school,free/reduced,completed,67,77,75
female,group C,high school,free/reduced,none,62,73,70
male,group D,associate's degree,free/reduced,completed,74,72,75
male,group E,some high school,free/reduced,none,70,65,63
female,group A,associate's degree,free/reduced,none,64,69,68
male,group E,associate's degree,standard,completed,78,81,72
male,group C,master's degree,standard,none,67,72,70
male,group C,some high school,standard,none,77,72,67
female,group B,high school,free/reduced,completed,66,81,72
female,group B,high school,standard,none,61,70,69
male,group B,some college,standard,none,62,67,70
male,group D,bachelor's degree,standard,completed,91,90,94
male,group D,high school,standard,completed,76,65,65
male,group C,bachelor's degree,standard,none,80,75,75
female,group C,high school,standard,none,64,73,69
male,group D,some high school,standard,none,57,57,55
male,group D,some high school,free/reduced,none,47,43,43
female,group A,bachelor's degree,standard,none,45,60,51
male,group A,associate's degree,standard,completed,72,77,74
female,group D,associate's degree,standard,completed,82,87,98
female,group D,high school,free/reduced,none,52,69,69
female,group D,high school,standard,none,74,79,83
female,group D,associate's degree,free/reduced,completed,47,68,63
female,group C,associate's degree,standard,none,72,76,70
male,group C,some high school,standard,none,92,78,81
female,group B,associate's degree,standard,none,74,83,78
female,group B,associate's degree,standard,completed,94,97,100
male,group C,high school,standard,completed,64,70,68
female,group C,some college,standard,completed,50,61,68
male,group D,associate's degree,free/reduced,completed,43,45,47
male,group C,associate's degree,standard,completed,72,73,70
female,group D,bachelor's degree,free/reduced,none,61,68,74
male,group D,bachelor's degree,standard,none,84,84,82
female,group E,high school,free/reduced,completed,83,86,89
male,group D,high school,standard,completed,55,48,58
female,group C,some high school,standard,none,73,83,84
male,group E,some high school,standard,completed,86,75,76
female,group C,some high school,standard,completed,68,88,78
female,group C,some college,free/reduced,completed,68,82,81
female,group D,some college,standard,none,74,91,93
male,group E,high school,standard,none,79,80,71
male,group B,some college,free/reduced,completed,72,76,78
female,group C,bachelor's degree,standard,completed,100,100,100
male,group C,master's degree,standard,none,73,66,60
female,group E,high school,free/reduced,none,90,80,79
female,group B,master's degree,standard,none,77,90,89
female,group C,high school,standard,none,81,94,88
female,group D,some college,standard,none,79,75,89
male,group B,some college,free/reduced,completed,49,57,53
female,group B,bachelor's degree,free/reduced,none,42,51,48
female,group D,some high school,free/reduced,completed,61,72,76
male,group B,master's degree,standard,none,87,75,73
